"Listado de horas
ID","final"
1705,"00:00"
1706,"00:00"
1707,"00:00"
1708,"00:00"
1709,"00:00"
1710,"00:00"
1711,"00:00"
1712,"00:00"
1713,"00:00"
1714,"00:00"
1715,"00:00"
1716,"00:00"
1722,"00:00"
1732,"00:00"
1796,"00:00"
1797,"00:00"
1832,"00:00"
1837,"00:00"
1849,"00:00"
1858,"00:00"
1867,"00:00"
1868,"00:00"
1870,"00:00"
1878,"00:00"
1880,"00:00"
1883,"00:00"
1885,"00:00"
1892,"00:00"
1907,"00:00"
1919,"00:00"
1983,"00:00"
1988,"00:00"
2067,"00:00"
2072,"00:00"
2075,"00:00"
2079,"00:00"
2165,"00:00"
2168,"00:00"
2171,"00:00"
2187,"00:00"
2204,"00:00"
2241,"00:00"
2290,"00:00"
2321,"00:00"
2333,"00:00"
2379,"00:00"
2385,"00:00"
2393,"00:00"
2429,"00:00"
2457,"00:00"
2458,"00:00"
2544,"00:00"
2546,"00:00"
2554,"00:00"
2559,"00:00"
2565,"00:00"
2567,"00:00"
2570,"00:00"
2577,"00:00"
2579,"00:00"
2585,"00:00"
2590,"00:00"
2595,"00:00"
2599,"00:00"
2601,"00:00"
2603,"00:00"
2605,"00:00"
2610,"00:00"
2628,"00:00"
2630,"00:00"
2632,"00:00"
2655,"00:00"
2661,"00:00"
2663,"00:00"
2673,"00:00"
2675,"00:00"
2679,"00:00"
2680,"00:00"
2686,"00:00"
2690,"00:00"
2695,"00:00"
2701,"00:00"
2707,"00:00"
2754,"00:00"
2755,"00:00"
2757,"00:00"
2758,"00:00"
2759,"00:00"
2768,"00:00"
2773,"00:00"
2781,"00:00"
2783,"00:00"
2789,"00:00"
2793,"00:00"
2796,"00:00"
2797,"00:00"
2800,"00:00"
2801,"00:00"
2807,"00:00"
2812,"00:00"
2813,"00:00"
2814,"00:00"
2817,"00:00"
2835,"00:00"
2836,"00:00"
2837,"00:00"
2844,"00:00"
2856,"00:00"
2870,"00:00"
2877,"00:00"
2878,"00:00"
2879,"00:00"
2882,"00:00"
2884,"00:00"
2885,"00:00"
2886,"00:00"
2887,"00:00"
2888,"00:00"
2890,"00:00"
2899,"00:00"
2995,"00:00"
3005,"00:00"
3009,"00:00"
3014,"00:00"
3016,"00:00"
3017,"00:00"
3018,"00:00"
3019,"00:00"
3024,"00:00"
3034,"00:00"
3038,"00:00"
3040,"00:00"
3041,"00:00"
3054,"00:00"
3056,"00:00"
3060,"00:00"
3063,"00:00"
3067,"00:00"
3074,"00:00"
3078,"00:00"
3079,"00:00"
3082,"00:00"
3085,"00:00"
3088,"00:00"
3091,"00:00"
3095,"00:00"
3100,"00:00"
3103,"00:00"
3104,"00:00"
3106,"00:00"
3109,"00:00"
3114,"00:00"
3118,"00:00"
3124,"00:00"
3129,"00:00"
3135,"00:00"
3136,"00:00"
3137,"00:00"
3139,"00:00"
3144,"00:00"
3145,"00:00"
3148,"00:00"
3158,"00:00"
3164,"00:00"
3165,"00:00"
3184,"00:00"
3190,"00:00"
3192,"00:00"
3193,"00:00"
3194,"00:00"
3199,"00:00"
3209,"00:00"
3214,"00:00"
3220,"00:00"
3228,"00:00"
3229,"00:00"
3231,"00:00"
3233,"00:00"
3235,"00:00"
3252,"00:00"
3256,"00:00"
3261,"00:00"
3271,"00:00"
3272,"00:00"
3273,"00:00"
3276,"00:00"
3289,"00:00"
3293,"00:00"
3294,"00:00"
3302,"00:00"
3306,"00:00"
3307,"00:00"
3322,"00:00"
3323,"00:00"
3330,"00:00"
3332,"00:00"
3337,"00:00"
3338,"00:00"
3349,"00:00"
3353,"00:00"
3355,"00:00"
3356,"00:00"
3357,"00:00"
3360,"00:00"
3361,"00:00"
3362,"00:00"
3370,"00:00"
3378,"00:00"
3383,"00:00"
3387,"00:00"
3391,"00:00"
3402,"00:00"
3403,"00:00"
3404,"00:00"
3405,"00:00"
3406,"00:00"
3407,"00:00"
3408,"00:00"
962,"20:01:00"
2873,"20:01:00"
3287,"20:01:00"
2852,"20:02:00"
206,"20:03:00"
1075,"20:03:00"
2028,"20:03:00"
3207,"20:03:00"
3400,"20:03:00"
2572,"20:04:00"
3265,"20:07:00"
3280,"20:07:00"
2062,"20:08:00"
2110,"20:08:00"
259,"20:10:00"
558,"20:10:00"
2376,"20:10:00"
613,"20:11:00"
3226,"20:11:00"
3342,"20:14:00"
2998,"20:15:00"
3065,"20:15:00"
591,"20:17:00"
2047,"20:17:00"
2849,"20:17:00"
3386,"20:17:00"
3047,"20:20:00"
202,"20:23:00"
2048,"20:27:00"
2124,"20:27:00"
2093,"20:31:00"
2647,"20:31:00"
1535,"20:33:00"
3202,"20:33:00"
2214,"20:34:00"
2898,"20:34:00"
3081,"20:34:00"
3374,"20:34:00"
3375,"20:34:00"
1824,"20:35:00"
826,"20:38:00"
3266,"20:40:00"
2176,"20:42:00"
2221,"20:42:00"
352,"20:44:00"
317,"20:45:00"
937,"20:46:00"
2179,"20:46:00"
633,"20:47:00"
890,"20:48:00"
174,"20:49:00"
1263,"20:50:00"
3201,"20:50:00"
883,"20:52:00"
2219,"20:52:00"
1123,"20:53:00"
2810,"20:56:00"
3319,"20:57:00"
1010,"20:58:00"
63,"21:00:00"
813,"21:00:00"
913,"21:00:00"
980,"21:00:00"
991,"21:00:00"
993,"21:00:00"
1042,"21:00:00"
1047,"21:00:00"
1053,"21:00:00"
1056,"21:00:00"
1068,"21:00:00"
1086,"21:00:00"
1093,"21:00:00"
1101,"21:00:00"
1114,"21:00:00"
1119,"21:00:00"
1135,"21:00:00"
1160,"21:00:00"
1270,"21:00:00"
1275,"21:00:00"
1277,"21:00:00"
1536,"21:00:00"
1702,"21:00:00"
1718,"21:00:00"
1721,"21:00:00"
1991,"21:00:00"
2063,"21:00:00"
2156,"21:00:00"
2189,"21:00:00"
2225,"21:00:00"
2340,"21:00:00"
2404,"21:00:00"
2681,"21:00:00"
2788,"21:00:00"
2970,"21:00:00"
3042,"21:00:00"
3119,"21:00:00"
3171,"21:00:00"
3172,"21:00:00"
3241,"21:00:00"
3255,"21:00:00"
3260,"21:00:00"
3274,"21:00:00"
3310,"21:00:00"
3341,"21:00:00"
3343,"21:00:00"
3354,"21:00:00"
3380,"21:00:00"
3381,"21:00:00"
1003,"21:02:00"
3284,"21:02:00"
892,"21:03:00"
1044,"21:03:00"
1074,"21:03:00"
828,"21:04:00"
925,"21:04:00"
1020,"21:04:00"
1095,"21:04:00"
1089,"21:06:00"
1358,"21:06:00"
1823,"21:06:00"
3133,"21:06:00"
188,"21:07:00"
855,"21:07:00"
976,"21:08:00"
2383,"21:08:00"
3185,"21:08:00"
99,"21:11:00"
2774,"21:11:00"
3196,"21:12:00"
3200,"21:12:00"
1186,"21:13:00"
2637,"21:13:00"
811,"21:14:00"
2183,"21:14:00"
1072,"21:15:00"
1180,"21:16:00"
626,"21:17:00"
2045,"21:19:00"
161,"21:20:00"
2957,"21:20:00"
1069,"21:21:00"
862,"21:22:00"
1057,"21:24:00"
1170,"21:24:00"
1761,"21:24:00"
100,"21:25:00"
325,"21:25:00"
903,"21:26:00"
1152,"21:28:00"
2107,"21:28:00"
795,"21:31:00"
977,"21:31:00"
2381,"21:31:00"
3239,"21:31:00"
581,"21:32:00"
128,"21:34:00"
1264,"21:34:00"
1352,"21:34:00"
1472,"21:34:00"
1960,"21:34:00"
622,"21:35:00"
3036,"21:37:00"
1731,"21:39:00"
875,"21:41:00"
2092,"21:42:00"
2935,"21:42:00"
1208,"21:43:00"
1225,"21:43:00"
3281,"21:43:00"
2178,"21:44:00"
3264,"21:46:00"
990,"21:47:00"
2980,"21:47:00"
3232,"21:48:00"
803,"21:51:00"
955,"21:51:00"
2787,"21:51:00"
1196,"21:52:00"
1373,"21:52:00"
1248,"21:53:00"
1257,"21:55:00"
726,"21:56:00"
2435,"21:56:00"
1188,"21:59:00"
81,"22:00:00"
522,"22:00:00"
911,"22:00:00"
947,"22:00:00"
1115,"22:00:00"
1194,"22:00:00"
1985,"22:00:00"
3004,"22:00:00"
3076,"22:00:00"
3151,"22:00:00"
3162,"22:00:00"
3314,"22:00:00"
195,"22:01:00"
1026,"22:03:00"
3240,"22:03:00"
873,"22:04:00"
3105,"22:04:00"
1239,"22:06:00"
1848,"22:06:00"
3062,"22:07:00"
1344,"22:09:00"
3064,"22:09:00"
3140,"22:09:00"
1862,"22:10:00"
1227,"22:11:00"
1735,"22:13:00"
725,"22:14:00"
876,"22:14:00"
1112,"22:15:00"
1251,"22:15:00"
3326,"22:15:00"
3369,"22:15:00"
39,"22:16:00"
1237,"22:16:00"
2442,"22:16:00"
3002,"22:18:00"
1242,"22:19:00"
3152,"22:19:00"
186,"22:21:00"
2210,"22:22:00"
1110,"22:23:00"
1236,"22:24:00"
905,"22:25:00"
1234,"22:25:00"
1256,"22:25:00"
2981,"22:25:00"
192,"22:26:00"
910,"22:26:00"
203,"22:28:00"
590,"22:28:00"
1107,"22:28:00"
2862,"22:28:00"
3219,"22:28:00"
966,"22:29:00"
1881,"22:29:00"
2005,"22:29:00"
1272,"22:32:00"
1345,"22:32:00"
878,"22:33:00"
762,"22:35:00"
2671,"22:35:00"
1362,"22:38:00"
1980,"22:38:00"
2568,"22:38:00"
3163,"22:38:00"
3368,"22:38:00"
225,"22:40:00"
1133,"22:40:00"
10,"22:41:00"
210,"22:41:00"
3325,"22:41:00"
3327,"22:41:00"
648,"22:42:00"
332,"22:45:00"
1246,"22:45:00"
2808,"22:45:00"
1984,"22:48:00"
2061,"22:50:00"
3167,"22:50:00"
773,"22:51:00"
1079,"22:52:00"
3077,"22:56:00"
2042,"22:57:00"
1223,"22:58:00"
3238,"22:59:00"
1271,"23:00:00"
1279,"23:00:00"
2685,"23:00:00"
2924,"23:01:00"
806,"23:02:00"
998,"23:02:00"
3206,"23:03:00"
783,"23:04:00"
2001,"23:05:00"
1213,"23:07:00"
1337,"23:07:00"
1496,"23:09:00"
2343,"23:11:00"
3173,"23:11:00"
655,"23:12:00"
789,"23:12:00"
978,"23:13:00"
1280,"23:14:00"
904,"23:15:00"
2602,"23:17:00"
150,"23:18:00"
1222,"23:18:00"
1419,"23:19:00"
1879,"23:19:00"
3001,"23:19:00"
3115,"23:19:00"
656,"23:21:00"
3328,"23:22:00"
2795,"23:23:00"
1260,"23:24:00"
2760,"23:25:00"
2978,"23:26:00"
1061,"23:27:00"
1495,"23:29:00"
129,"23:30:00"
643,"23:30:00"
132,"23:31:00"
168,"23:32:00"
2716,"23:33:00"
2091,"23:35:00"
1024,"23:36:00"
2259,"23:36:00"
1027,"23:37:00"
3177,"23:38:00"
953,"23:39:00"
2364,"23:39:00"
2397,"23:39:00"
2951,"23:39:00"
149,"23:40:00"
2305,"23:40:00"
2448,"23:41:00"
2804,"23:42:00"
2871,"23:42:00"
927,"23:43:00"
3311,"23:44:00"
318,"23:46:00"
3058,"23:46:00"
3366,"23:46:00"
920,"23:48:00"
1387,"23:48:00"
199,"23:49:00"
323,"23:50:00"
461,"23:51:00"
1253,"23:51:00"
1229,"23:52:00"
1808,"23:53:00"
96,"23:54:00"
2014,"23:54:00"
1045,"23:55:00"
2424,"23:55:00"
798,"23:57:00"
1457,"24:00:00"
936,"24:01:00"
1025,"24:02:00"
1150,"24:03:00"
2911,"24:03:00"
888,"24:04:00"
1211,"24:04:00"
3170,"24:04:00"
2013,"24:06:00"
1359,"24:07:00"
1461,"24:09:00"
2762,"24:09:00"
193,"24:10:00"
2366,"24:11:00"
1166,"24:12:00"
3028,"24:13:00"
3373,"24:13:00"
86,"24:14:00"
1122,"24:14:00"
2180,"24:15:00"
926,"24:16:00"
2050,"24:16:00"
222,"24:19:00"
1108,"24:20:00"
3288,"24:21:00"
196,"24:22:00"
1118,"24:22:00"
1140,"24:24:00"
1058,"24:25:00"
2421,"24:25:00"
3110,"24:25:00"
1545,"24:29:00"
1049,"24:32:00"
2861,"24:32:00"
1129,"24:34:00"
1366,"24:36:00"
3401,"24:37:00"
957,"24:40:00"
1014,"24:40:00"
1226,"24:42:00"
190,"24:43:00"
906,"24:44:00"
1468,"24:45:00"
2439,"24:46:00"
2451,"24:46:00"
2534,"24:46:00"
119,"24:47:00"
2965,"24:47:00"
2461,"24:48:00"
205,"24:51:00"
2925,"24:51:00"
1029,"24:52:00"
1193,"24:52:00"
1131,"24:56:00"
2769,"24:58:00"
706,"24:59:00"
151,"25:02:00"
2146,"25:03:00"
3397,"25:03:00"
252,"25:04:00"
2021,"25:04:00"
2254,"25:04:00"
1011,"25:05:00"
791,"25:06:00"
2220,"25:06:00"
1209,"25:07:00"
1539,"25:07:00"
3217,"25:08:00"
2764,"25:14:00"
208,"25:15:00"
3098,"25:15:00"
1873,"25:17:00"
932,"25:21:00"
3057,"25:21:00"
1297,"25:26:00"
846,"25:27:00"
1379,"25:27:00"
2357,"25:27:00"
2765,"25:27:00"
907,"25:29:00"
3000,"25:30:00"
3393,"25:30:00"
958,"25:31:00"
711,"25:32:00"
1184,"25:33:00"
447,"25:34:00"
2044,"25:34:00"
676,"25:35:00"
755,"25:35:00"
964,"25:37:00"
2468,"25:39:00"
916,"25:44:00"
941,"25:47:00"
1383,"25:47:00"
2192,"25:47:00"
1385,"25:48:00"
220,"25:49:00"
1465,"25:51:00"
189,"25:52:00"
1526,"25:52:00"
2380,"25:53:00"
2629,"25:53:00"
919,"25:54:00"
2803,"25:55:00"
3044,"25:57:00"
1198,"25:59:00"
1221,"25:59:00"
2778,"25:59:00"
1259,"26:01:00"
1798,"26:04:00"
2101,"26:05:00"
3046,"26:05:00"
3345,"26:05:00"
2276,"22:31:00"
1773,"22:32:00"
520,"22:34:00"
933,"22:34:00"
3099,"22:34:00"
988,"22:36:00"
1818,"22:49:00"
2302,"22:50:00"
684,"22:53:00"
3101,"22:54:00"
3352,"22:54:00"
164,"22:55:00"
3234,"26:33:00"
1954,"26:38:00"
265,"24:55:00"
285,"24:55:00"
219,"24:58:00"
2831,"24:58:00"
750,"24:59:00"
2046,"24:59:00"
3230,"24:59:00"
1285,"25:05:00"
2990,"25:05:00"
929,"25:06:00"
2650,"25:06:00"
2239,"25:11:00"
2711,"25:13:00"
3298,"25:13:00"
280,"25:18:00"
1000,"25:18:00"
140,"25:19:00"
1962,"25:19:00"
3053,"27:04:00"
50,"27:05:00"
1332,"27:06:00"
1524,"27:06:00"
2425,"27:06:00"
1737,"27:11:00"
1200,"27:13:00"
1354,"27:14:00"
2251,"27:15:00"
2784,"27:21:00"
788,"27:31:00"
1157,"22:31:00"
2580,"22:31:00"
1039,"22:32:00"
1869,"22:32:00"
575,"22:34:00"
1249,"22:34:00"
163,"22:37:00"
3205,"22:39:00"
2815,"22:40:00"
675,"22:42:00"
3029,"22:42:00"
2298,"22:43:00"
226,"22:44:00"
2586,"22:46:00"
3008,"22:49:00"
1179,"22:52:00"
3198,"22:55:00"
194,"22:57:00"
1192,"22:59:00"
987,"23:01:00"
3286,"23:02:00"
2066,"23:03:00"
1178,"23:04:00"
2382,"23:05:00"
2029,"23:08:00"
1391,"23:09:00"
2217,"23:09:00"
997,"23:10:00"
1357,"28:10:00"
1685,"28:15:00"
2558,"28:15:00"
1996,"28:19:00"
3262,"28:20:00"
1776,"28:31:00"
2845,"28:31:00"
912,"22:30:00"
3382,"22:30:00"
1001,"22:34:00"
1164,"22:36:00"
1326,"22:38:00"
969,"22:39:00"
2864,"22:40:00"
1199,"22:41:00"
497,"28:47:00"
3259,"28:48:00"
2732,"23:51:00"
2218,"23:54:00"
1788,"23:57:00"
1034,"23:58:00"
181,"23:59:00"
1937,"23:59:00"
792,"24:03:00"
2100,"24:03:00"
3359,"24:09:00"
804,"24:11:00"
2236,"24:12:00"
1266,"24:13:00"
1070,"24:16:00"
1132,"24:18:00"
366,"24:22:00"
2085,"24:24:00"
2331,"24:30:00"
968,"24:33:00"
1084,"24:37:00"
3263,"24:37:00"
451,"24:39:00"
1953,"24:43:00"
3350,"24:45:00"
2224,"24:49:00"
1890,"24:56:00"
2489,"24:56:00"
817,"24:58:00"
2436,"24:58:00"
326,"24:59:00"
3007,"24:59:00"
3182,"24:01:00"
2140,"24:02:00"
1154,"24:03:00"
2031,"24:05:00"
1416,"24:07:00"
2348,"24:08:00"
823,"24:14:00"
2967,"24:15:00"
288,"24:17:00"
3075,"24:21:00"
3138,"24:26:00"
2154,"24:27:00"
1884,"24:39:00"
864,"24:42:00"
3389,"24:55:00"
1088,"24:56:00"
3003,"24:56:00"
970,"24:58:00"
1125,"24:59:00"
1784,"20:12:00"
1999,"20:20:00"
2956,"20:56:00"
2926,"21:16:00"
1852,"22:01:00"
2308,"17:23:00"
2678,"17:01:00"
560,"17:24:00"
2921,"17:56:00"
1467,"18:37:00"
605,"18:58:00"
70,"19:53:00"
1696,"20:34:00"
2973,"22:42:00"
850,"22:44:00"
546,"23:05:00"
2491,"24:07:00"
320,"24:27:00"
3051,"22:16:00"
852,"22:19:00"
356,"22:28:00"
1187,"22:30:00"
805,"22:32:00"
1681,"22:32:00"
1449,"22:34:00"
1204,"21:36:00"
3150,"21:37:00"
1156,"21:44:00"
459,"21:46:00"
2917,"20:08:00"
1547,"21:38:00"
2725,"21:40:00"
2494,"22:22:00"
27,"22:26:00"
2833,"22:49:00"
1497,"23:04:00"
2950,"23:10:00"
869,"23:56:00"
200,"24:34:00"
501,"24:51:00"
1341,"22:13:00"
1308,"22:30:00"
790,"23:30:00"
2505,"24:04:00"
599,"24:28:00"
886,"12:04"
1830,"12:14"
810,"12:18"
1834,"12:18"
800,"12:25"
302,"12:27"
3027,"12:33"
1854,"20:13:00"
1783,"20:56:00"
595,"21:23:00"
1689,"22:56:00"
3080,"22:56:00"
2848,"23:02:00"
65,"25:06:00"
1555,"25:41:00"
106,"26:49:00"
1779,"27:39:00"
2920,"27:39:00"
1843,"28:22:00"
1381,"28:38:00"
1741,"19:50:00"
2908,"19:57:00"
1092,"20:06:00"
1968,"20:10:00"
93,"20:20:00"
3318,"20:22:00"
3336,"20:22:00"
2300,"20:24:00"
3083,"20:24:00"
21,"20:34:00"
1513,"20:42:00"
31,"20:43:00"
299,"20:59:00"
586,"20:04:00"
2484,"20:21:00"
1560,"21:36:00"
844,"23:15:00"
1510,"21:40:00"
1747,"26:53:00"
1850,"22:03:00"
2901,"21:35:00"
983,"22:00:00"
1067,"22:02:00"
2077,"22:12:00"
1083,"22:23:00"
2479,"22:24:00"
2378,"22:30:00"
2900,"22:54:00"
2736,"22:55:00"
2123,"22:56:00"
2854,"22:59:00"
2281,"21:32:00"
3168,"22:07:00"
2261,"24:44:00"
816,"22:35:00"
201,"22:16:00"
1333,"22:26:00"
1674,"22:31:00"
3121,"22:31:00"
1007,"22:38:00"
2952,"22:43:00"
901,"22:52:00"
2792,"22:56:00"
41,"18:34:00"
3309,"23:04:00"
1041,"23:10:00"
92,"23:28:00"
1351,"23:28:00"
1113,"23:29:00"
3215,"23:35:00"
2233,"23:45:00"
2294,"16:26:00"
1210,"22:52:00"
1945,"23:22:00"
2700,"23:22:00"
1738,"23:26:00"
91,"23:54:00"
874,"24:02:00"
1120,"24:02:00"
2705,"24:11:00"
1286,"24:17:00"
1794,"24:18:00"
944,"24:19:00"
887,"24:33:00"
2181,"24:36:00"
922,"24:41:00"
999,"24:42:00"
2090,"24:43:00"
3297,"24:44:00"
2157,"24:46:00"
1952,"22:50:00"
2704,"22:52:00"
3250,"22:57:00"
2971,"17:26:00"
963,"22:39:00"
3304,"22:39:00"
51,"22:51:00"
1324,"22:51:00"
796,"22:56:00"
1146,"23:04:00"
197,"23:09:00"
1273,"23:15:00"
3305,"23:16:00"
2806,"23:21:00"
1050,"23:23:00"
1201,"23:24:00"
1171,"23:26:00"
2297,"23:27:00"
1087,"23:29:00"
1763,"23:32:00"
1038,"23:36:00"
2936,"23:36:00"
2106,"23:46:00"
3376,"22:47:00"
144,"22:50:00"
884,"22:54:00"
1552,"22:54:00"
213,"22:59:00"
3210,"23:00:00"
1438,"23:01:00"
1163,"23:05:00"
3283,"23:07:00"
1463,"23:10:00"
2598,"23:10:00"
3052,"23:10:00"
185,"23:12:00"
2040,"23:15:00"
3267,"23:15:00"
3385,"23:24:00"
156,"23:26:00"
3160,"23:26:00"
146,"23:28:00"
204,"23:28:00"
1727,"23:29:00"
954,"23:09:00"
2717,"23:12:00"
1822,"23:14:00"
2433,"23:16:00"
1261,"23:17:00"
1348,"23:19:00"
923,"23:31:00"
1128,"23:31:00"
2103,"23:36:00"
263,"23:38:00"
3348,"23:40:00"
896,"23:45:00"
2501,"23:47:00"
2785,"23:47:00"
2105,"23:51:00"
3127,"23:51:00"
2447,"23:54:00"
3340,"23:54:00"
3347,"23:56:00"
763,"23:57:00"
1090,"23:57:00"
2533,"23:57:00"
3141,"23:57:00"
781,"23:58:00"
235,"24:02:00"
1284,"24:02:00"
2985,"24:02:00"
2839,"24:05:00"
3292,"24:07:00"
1367,"24:12:00"
3372,"24:16:00"
3396,"24:19:00"
517,"24:20:00"
2857,"24:20:00"
3073,"24:21:00"
2249,"24:23:00"
2805,"24:27:00"
1030,"24:30:00"
2423,"24:30:00"
1148,"24:31:00"
2223,"24:31:00"
801,"24:33:00"
2313,"24:11:00"
1097,"24:13:00"
2278,"24:13:00"
3084,"24:18:00"
136,"24:20:00"
3033,"24:28:00"
951,"24:30:00"
3251,"24:30:00"
3367,"24:33:00"
1262,"24:34:00"
3243,"24:35:00"
2517,"24:36:00"
1316,"24:38:00"
1342,"24:38:00"
1469,"24:39:00"
934,"24:40:00"
1511,"24:40:00"
1190,"24:52:00"
207,"24:55:00"
2853,"24:56:00"
766,"24:57:00"
218,"24:59:00"
531,"25:03:00"
2756,"25:03:00"
1151,"25:04:00"
1995,"25:05:00"
918,"25:06:00"
1916,"25:06:00"
28,"25:07:00"
3346,"25:08:00"
72,"25:09:00"
1781,"25:09:00"
807,"25:10:00"
1175,"25:11:00"
1350,"25:11:00"
1145,"25:12:00"
996,"25:14:00"
1268,"25:18:00"
1005,"25:20:00"
1019,"23:38"
1482,"23:38"
2387,"23:38"
3335,"23:38"
217,"23:39"
3045,"23:39"
1965,"23:40"
36,"23:41"
224,"23:41"
2488,"23:41"
995,"23:42"
2841,"23:43"
776,"23:44"
1032,"23:44"
2027,"23:44"
2399,"23:44"
2904,"23:44"
362,"23:48"
1176,"23:48"
3324,"23:50"
1978,"23:51"
2530,"23:51"
3290,"23:51"
2767,"23:53"
1317,"23:55"
836,"23:56"
2761,"23:57"
3122,"23:59"
1136,"24:01"
221,"24:02"
229,"24:02"
2420,"24:04"
3257,"24:05"
462,"24:07"
1295,"24:07"
1958,"24:09"
1475,"24:16"
1527,"24:16"
3183,"24:16"
1826,"24:17"
3329,"24:17"
481,"24:19"
307,"24:20"
2320,"24:20"
2791,"24:20"
1076,"24:21"
2449,"24:21"
1492,"24:23"
191,"24:30"
985,"24:31"
2384,"24:32"
950,"24:34"
924,"24:37"
1405,"24:37"
2450,"24:39"
1004,"24:42"
2166,"24:43"
1811,"24:44"
3156,"24:44"
2022,"24:45"
2463,"24:45"
1809,"24:46"
2086,"24:46"
3130,"24:46"
1104,"24:47"
2456,"24:47"
2994,"24:47"
2640,"24:48"
269,"24:49"
3154,"24:49"
682,"24:50"
2003,"24:50"
1232,"24:55"
2222,"24:55"
3249,"24:55"
649,"24:56"
2018,"25:00"
516,"25:04"
1998,"25:04"
898,"25:07"
935,"25:07"
1174,"25:08"
1682,"25:09"
3006,"25:12"
3225,"25:12"
1476,"25:13"
329,"25:15"
967,"25:17"
1217,"25:18"
1254,"25:18"
125,"25:21"
606,"25:21"
695,"25:21"
2356,"25:22"
1330,"25:23"
1361,"25:23"
2531,"25:26"
98,"25:27"
1331,"25:27"
3032,"25:28"
155,"25:29"
2455,"25:29"
2521,"25:30"
3320,"25:31"
538,"25:33"
1864,"25:33"
3222,"25:33"
620,"25:35"
3092,"25:37"
746,"25:38"
2299,"25:39"
1077,"25:41"
3224,"25:45"
860,"25:46"
1562,"25:46"
2511,"25:46"
3334,"25:46"
3270,"25:47"
59,"25:48"
2959,"25:48"
691,"25:50"
1757,"25:50"
109,"25:51"
1016,"25:53"
992,"25:54"
1296,"25:54"
1523,"25:56"
3153,"25:59"
1008,"26:01"
2516,"26:01"
95,"26:02"
914,"26:04"
3120,"26:04"
1315,"26:05"
26,"26:11"
142,"26:11"
2201,"26:15"
77,"26:16"
2271,"26:17"
965,"26:18"
1835,"26:19"
3316,"26:20"
715,"26:21"
1440,"26:21"
3384,"26:21"
1997,"26:22"
1489,"26:23"
827,"26:25"
1055,"26:25"
2083,"26:25"
1134,"26:26"
1541,"26:26"
2213,"26:28"
705,"26:30"
1522,"26:30"
2206,"26:30"
1687,"26:31"
3275,"26:33"
3388,"26:33"
1989,"26:35"
870,"26:40"
2002,"26:40"
2842,"26:40"
1744,"26:44"
2310,"26:45"
2253,"26:46"
1917,"26:49"
2280,"26:50"
2119,"26:51"
1281,"26:52"
46,"26:55"
2311,"26:55"
2503,"26:55"
294,"26:59"
1215,"26:59"
346,"27:06"
107,"27:07"
289,"27:07"
1245,"27:15"
768,"27:16"
3146,"27:16"
877,"27:17"
2737,"27:19"
2177,"27:23"
3048,"27:23"
694,"27:26"
784,"27:26"
2414,"27:26"
2462,"27:33"
2228,"27:35"
3253,"27:35"
2490,"27:36"
2211,"27:37"
3166,"27:37"
3195,"27:39"
1473,"27:43"
2419,"27:43"
2549,"27:43"
1987,"27:45"
1013,"27:46"
1252,"27:51"
1540,"27:51"
885,"27:53"
1343,"27:54"
